Winter,Spring,Summer,Fall,Depth
0.067554264,0.06726508,0.067813516,0.06877422400000001,138.5
0.067548496,0.06726172000000001,0.06779982400000001,0.06875753600000001,139.0
0.067542728,0.06725836,0.067786132,0.06874084800000001,139.5
0.06753696000000001,0.06725500000000001,0.06777244,0.06872416,140.0
0.067531192,0.06725164,0.06775874800000001,0.068707472,140.5
0.067525424,0.06724828000000001,0.067745056,0.068690784,141.0
0.067519656,0.06724492,0.067731364,0.068674096,141.5
0.067513888,0.06724156,0.067717672,0.068657408,142.0
0.06750812,0.06723820000000001,0.06770398,0.06864072,142.5
0.067502352,0.06723484,0.067690288,0.068624032,143.0
0.067496584,0.06723148000000001,0.067676596,0.068607344,143.5
0.067490816,0.06722812,0.06766290400000001,0.068590656,144.0
0.067485048,0.06722476000000001,0.067649212,0.068573968,144.5
0.06747928,0.0672214,0.06763552,0.06855728,145.0
0.067473512,0.06721804,0.06762182800000001,0.068540592,145.5
0.067467744,0.06721468000000001,0.067608136,0.06852390400000001,146.0
0.06746197599999999,0.06721132,0.067594444,0.06850721600000001,146.5
0.067456208,0.06720796000000001,0.06758075200000001,0.06849052800000001,147.0
0.06745044,0.0672046,0.06756706000000001,0.06847384000000001,147.5
0.067444672,0.06720124000000001,0.067553368,0.06845715200000001,148.0
0.067438904,0.06719788,0.067539676,0.068440464,148.5
0.067433136,0.06719452000000001,0.06752598400000001,0.068423776,149.0
0.067427368,0.06719116,0.067512292,0.068407088,149.5
0.0674216,0.0671878,0.0674986,0.0683904,150.0
0.067408832,0.067176544,0.067482528,0.06837127600000001,150.5
0.06739606399999999,0.067165288,0.06746645600000001,0.068352152,151.0
0.067383296,0.067154032,0.067450384,0.068333028,151.5
0.067370528,0.067142776,0.06743431200000001,0.06831390400000001,152.0
0.06735776,0.06713152,0.06741824,0.06829478,152.5
0.06734499199999999,0.067120264,0.06740216800000001,0.068275656,153.0
0.067332224,0.06710900800000001,0.067386096,0.06825653200000001,153.5
0.067319456,0.06709775200000001,0.067370024,0.068237408,154.0
0.067306688,0.06708649600000001,0.06735395200000001,0.068218284,154.5
0.06729392,0.06707524000000001,0.06733788,0.06819916000000001,155.0
0.067281152,0.06706398400000001,0.06732180800000001,0.068180036,155.5
0.067268384,0.067052728,0.067305736,0.068160912,156.0
0.067255616,0.067041472,0.067289664,0.06814178800000001,156.5
0.067242848,0.067030216,0.06727359200000001,0.068122664,157.0
0.06723008,0.06701896,0.06725752,0.06810354,157.5
0.067217312,0.067007704,0.06724144800000001,0.06808441600000001,158.0
0.067204544,0.066996448,0.067225376,0.068065292,158.5
0.067191776,0.066985192,0.06720930400000001,0.068046168,159.0
0.067179008,0.06697393600000001,0.067193232,0.06802704400000001,159.5
0.06716624,0.06696268000000001,0.06717716,0.06800792,160.0
0.067153472,0.06695142400000001,0.06716108800000001,0.067988796,160.5
0.067140704,0.06694016800000001,0.067145016,0.06796967200000001,161.0
0.067127936,0.06692891200000001,0.06712894400000001,0.067950548,161.5
0.067115168,0.066917656,0.067112872,0.067931424,162.0
0.0671024,0.0669064,0.06709680000000001,0.0679123,162.5
0.067089632,0.066895144,0.067080728,0.067893176,163.0
0.067076864,0.066883888,0.067064656,0.067874052,163.5
0.067064096,0.066872632,0.06704858400000001,0.067854928,164.0
0.067051328,0.066861376,0.067032512,0.067835804,164.5
